datetime_str,open,high,low,close,volume
2021-11-24 00:00:00,1.83473,1.83473,1.83473,1.83473,0.0
2021-11-24 01:00:00,1.83473,1.83473,1.83473,1.83473,0.0
2021-11-24 02:00:00,1.83473,1.83473,1.83473,1.83473,0.0
2021-11-24 03:00:00,1.83473,1.83473,1.83473,1.83473,0.0
2021-11-24 04:00:00,1.83473,1.83473,1.83473,1.83473,0.0
2021-11-24 05:00:00,1.83473,1.83473,1.83473,1.83473,0.0
2021-11-24 06:00:00,1.83473,1.83473,1.83473,1.83473,0.0
2021-11-24 07:00:00,1.83473,1.83473,1.83473,1.83473,0.0
2021-11-24 08:00:00,1.83473,1.83473,1.83473,1.83473,0.0
2021-11-24 09:00:00,1.83473,1.83473,1.83473,1.83473,0.0
2021-11-24 10:00:00,1.83473,1.83473,1.83473,1.83473,0.0
2021-11-24 11:00:00,1.83473,1.83473,1.83473,1.83473,0.0
2021-11-24 12:00:00,1.83473,1.83473,1.83473,1.83473,0.0
2021-11-24 13:00:00,1.83473,1.83473,1.83473,1.83473,0.0
2021-11-24 14:00:00,1.64999,1.64999,1.62896,1.62896,31349.63277598
2021-11-24 15:00:00,1.64,1.68228,1.63342,1.68228,24799.95148243
2021-11-24 16:00:00,1.68115,1.68115,1.63412,1.63412,84568.31172401
2021-11-24 17:00:00,1.63668,1.64233,1.6175,1.61873,56714.95570041
2021-11-24 18:00:00,1.62227,1.63055,1.61245,1.61245,17570.64455445
2021-11-24 19:00:00,1.61245,1.61986,1.60394,1.61656,22302.40412374
2021-11-24 20:00:00,1.61954,1.63787,1.61767,1.63477,20832.42189529
2021-11-24 21:00:00,1.64228,1.65,1.63998,1.64655,771.81114429
2021-11-24 22:00:00,1.65049,1.65958,1.649,1.649,9428.14546569
2021-11-24 23:00:00,1.65018,1.675,1.65018,1.67266,1095.40279646
2021-11-25 00:00:00,1.66893,1.68807,1.65426,1.68346,2530.71260459
2021-11-25 01:00:00,1.689,1.689,1.67,1.67,6629.55221097
2021-11-25 02:00:00,1.66502,1.66502,1.66158,1.66158,512.61246111
2021-11-25 03:00:00,1.67227,1.69582,1.67227,1.69582,6922.25541855
2021-11-25 04:00:00,1.69743,1.69743,1.6721,1.6721,1816.816302
2021-11-25 05:00:00,1.6773,1.6773,1.66158,1.66158,12016.49210104
2021-11-25 06:00:00,1.66051,1.66325,1.6574,1.6574,705.92965115
2021-11-25 07:00:00,1.65932,1.6602,1.64433,1.64433,20464.4835437
2021-11-25 08:00:00,1.64854,1.64854,1.63,1.63,10458.39269034
2021-11-25 09:00:00,1.62819,1.63688,1.62819,1.63688,2034.40441936
2021-11-25 10:00:00,1.64,1.68035,1.64,1.67614,6501.19977267
2021-11-25 11:00:00,1.68419,1.68419,1.66988,1.66988,3094.38347842
2021-11-25 12:00:00,1.68807,1.7193,1.68807,1.7193,40998.76899912
2021-11-25 13:00:00,1.72719,1.74334,1.70967,1.72999,36911.18142016
2021-11-25 14:00:00,1.73031,1.7431,1.72863,1.733,4221.27109787
2021-11-25 15:00:00,1.74,1.74302,1.72274,1.72308,6023.6408057
2021-11-25 16:00:00,1.74056,1.74826,1.72719,1.72719,12170.01297914
2021-11-25 17:00:00,1.72836,1.73237,1.71111,1.72526,11273.80116418
2021-11-25 18:00:00,1.72172,1.7258,1.71457,1.7258,15921.17944789
